Dataset	Random-mean	P-value
0	0.5100713	2.163524195020504e-23
1	0.5106554	2.9225214113341266e-23
2	0.5141574	1.7496064581294701e-22
3	0.5175025	9.458986039582938e-22
4	0.5165779	5.94570091248635e-22
5	0.5191643	2.1699037523983337e-21
6	0.5177217	1.0557063409437204e-21
7	0.5100188	2.1057659623791793e-23
8	0.519632	2.7384395683069745e-21
9	0.5260992	6.539043647409397e-20
10	0.5108067	3.158939076481137e-23
11	0.5177967	1.0961096862101126e-21
12	0.5243046	2.7340253503037785e-20
13	0.5207771	4.8322517035593536e-21
14	0.5135163	1.2630330505436092e-22
15	0.5125577	7.747636017126809e-23
16	0.5088538	1.1536310403993738e-23
17	0.5221223	9.385350980668141e-21
18	0.5157223	3.863402544590869e-22
19	0.5142569	1.840242402815271e-22
20	0.5208109	4.913745746941995e-21
21	0.5212309	6.047589947476367e-21
22	0.5197512	2.9055643238888073e-21
23	0.5166012	6.015798433131074e-22
24	0.5208552	5.022623451184338e-21
25	0.5241238	2.503171139068189e-20
26	0.5184315	1.5056307338162322e-21
27	0.512423	7.232438002525978e-23
28	0.5170492	7.534883452276353e-22
29	0.5248745	3.608917904838696e-20
30	0.5189284	1.9292800063327706e-21
31	0.5152889	3.1038058768746627e-22
32	0.5148266	2.4564446540162017e-22
33	0.5177959	1.0956707248406942e-21
34	0.5146174	2.2094198651134413e-22
35	0.5143596	1.9386818574731465e-22
36	0.5135172	1.2636116796503853e-22
37	0.5118462	5.384540983206348e-23
38	0.520631	4.49514213533304e-21
39	0.5142391	1.8236926382398101e-22
40	0.5193633	2.3958748694517375e-21
41	0.5165195	5.773547507400684e-22
42	0.5183515	1.4466486854736245e-21
43	0.5180244	1.2284138127527953e-21
44	0.521154	5.8221595560203564e-21
45	0.5204167	4.0424396423880314e-21
46	0.5121063	6.151250739614315e-23
47	0.5149249	2.5818004151289247e-22
48	0.5150232	2.7135031174218763e-22
49	0.520826	4.950591990484408e-21
50	0.5196856	2.8123756816123533e-21
