Dataset	Random-mean	P-value
0	0.1949835	2.463850300629754e-50
1	0.1901553	1.573582084279847e-47
2	0.1959159	7.019059436447341e-51
3	0.1962732	4.3352307208756725e-51
4	0.1905238	9.636882490634029e-48
5	0.1911345	4.2715464975895314e-48
6	0.1944489	5.055715208650858e-50
7	0.1916059	2.27754851469774e-48
8	0.1992252	7.98203398480619e-53
9	0.1904801	1.0214115025619501e-47
10	0.1928161	4.5173037499415216e-49
11	0.1988709	1.2908662247642466e-52
12	0.1926312	5.785692709779576e-49
13	0.197631	6.923494146332568e-52
14	0.194986	2.4555773797372383e-50
15	0.188924	8.07220454785234e-47
16	0.1882942	1.859183623569237e-46
17	0.1888924	8.41756186790295e-47
18	0.1895021	3.748671979605214e-47
19	0.1921982	1.0324263902981239e-48
20	0.1878953	3.151366378399584e-46
21	0.1864479	2.1279992789300658e-45
22	0.1990184	1.0567832991089806e-52
23	0.1930941	3.1131450887812276e-49
24	0.1891102	6.306003196038406e-47
25	0.1910211	4.9686570738399276e-48
26	0.1963459	3.9301857963024656e-51
27	0.1908358	6.360339634986053e-48
28	0.190515	9.750442158838945e-48
29	0.1890669	6.67877134553992e-47
30	0.1963736	3.7859974682189535e-51
31	0.1910765	4.6149502927774044e-48
32	0.1886545	1.1537510449367811e-46
33	0.1940333	8.834965659516933e-50
34	0.1961154	5.363566488896362e-51
35	0.1904577	1.052324614207791e-47
36	0.187921	3.0460786073144485e-46
37	0.1906271	8.398562313616422e-48
38	0.1892572	5.188666546648239e-47
39	0.187007	1.0184886846698447e-45
40	0.188567	1.2955434719114546e-46
41	0.1918352	1.6768845351547498e-48
42	0.1903786	1.1691493355463998e-47
43	0.1897853	2.573408797942473e-47
44	0.1934018	2.0612184092957125e-49
45	0.1906044	8.656297952059062e-48
46	0.2048769	3.5763718399796406e-56
47	0.1884178	1.5785623278403276e-46
48	0.1929399	3.8272990846467394e-49
49	0.191927	1.4833726113830943e-48
50	0.1962348	4.565731177908497e-51
51	0.1892413	5.299300955761928e-47
52	0.1903363	1.2368467449716e-47
53	0.1956291	1.033090388940994e-50
54	0.1933301	2.2691512490388666e-49
55	0.1933159	2.3127516960577852e-49
56	0.1910969	4.491134023605101e-48
57	0.1849823	1.4603105696765343e-44
