Dataset	Random-mean	P-value
0	0.11267831	1.1898828274285044e-09
1	0.11243315	8.656962697758348e-10
2	0.11358957	3.803474337017484e-09
3	0.11215046	5.9819431856319e-10
4	0.11298646	1.7689554149645644e-09
5	0.11099508	1.2795818018067998e-10
6	0.11230552	7.329187371856096e-10
7	0.11373915	4.588730444530003e-09
8	0.11259472	1.0678653951118615e-09
9	0.11199569	4.879744318940185e-10
10	0.1143761	1.0105861936584242e-08
11	0.11475205	1.5985828036746195e-08
12	0.11319645	2.312939700697554e-09
13	0.11270912	1.2382086359128745e-09
14	0.11466271	1.4342464142913868e-08
15	0.11189616	4.2786854999284245e-10
16	0.11090918	1.1386687617814806e-10
17	0.11109091	1.456981212240368e-10
18	0.11322412999999999	2.3958462488002574e-09
19	0.11352091	3.4885031390670458e-09
20	0.11267778	1.1890678553104733e-09
21	0.11386183	5.348905807661317e-09
22	0.11269109	1.2097004988044389e-09
23	0.11351496999999999	3.462482393241059e-09
24	0.11534518	3.258870370883032e-08
25	0.11271992	1.2555983036875573e-09
26	0.11336754	2.8740551069712677e-09
27	0.11425431	8.700439763222456e-09
28	0.11341658	3.0580388387052e-09
29	0.11229101	7.191475107466382e-10
30	0.11130815	1.9530821720709112e-10
31	0.11223667	6.69786270880348e-10
32	0.11123983999999999	1.7814986596616282e-10
33	0.11372708	4.519902563532269e-09
34	0.11072122	8.812594150589613e-11
35	0.11335577	2.83153137272639e-09
36	0.1150033	2.1652060062217842e-08
37	0.11284759999999999	1.4801626746393505e-09
38	0.11113984	1.556632927906791e-10
39	0.11228466	7.132007041607513e-10
40	0.11302089	1.8486730361463424e-09
41	0.11404162	6.689140598761345e-09
42	0.11334117	2.7796357521065482e-09
43	0.11339057	2.9590703795382953e-09
44	0.11452926	1.2189893231055106e-08
45	0.11352494	3.5062654734967216e-09
46	0.11221827	6.538352497705074e-10
47	0.11344376	3.1649094046703004e-09
48	0.11205336	5.265014552255772e-10
49	0.11291272	1.6093503529229282e-09
50	0.11176495	3.595865747420781e-10
51	0.11371907	4.4747833153816526e-09
52	0.11325343	2.4867650055864645e-09
53	0.11371781	4.467726007838312e-09
54	0.11277804	1.3533571836713127e-09
55	0.11197277	4.734406051411545e-10
56	0.11263722	1.128291118387855e-09
57	0.11417698	7.908957134500808e-09
58	0.1118212	3.874433315370778e-10
59	0.11161719	2.954153547598835e-10
60	0.11432053	9.439125925377582e-09
61	0.11270308	1.2285861344193703e-09
62	0.11337387	2.8971817843458727e-09
63	0.11200737	4.955478048458574e-10
64	0.11212976	5.821514145097144e-10
65	0.11233165	7.5837141715916e-10
66	0.11272689	1.2669475266942864e-09
67	0.11475551	1.605302796713854e-08
68	0.11376598	4.745407355314343e-09
69	0.11230359	7.310722447097312e-10
70	0.11226941	6.991146966847403e-10
71	0.11230535	7.327559098185973e-10
72	0.11361362	3.9202308718095934e-09
73	0.11220867	6.456610484477159e-10
74	0.11440938	1.052689346656397e-08
75	0.11273095	1.2736045373128198e-09
76	0.11261983	1.1031728789798452e-09
77	0.11463883	1.3931833528226308e-08
78	0.11136568	2.1100563290918938e-10
79	0.11408032	7.017801863872118e-09
80	0.11217676	6.192020249146176e-10
81	0.11404689	6.7329975455443964e-09
82	0.11237872	8.064192041192717e-10
83	0.11304563	1.9081100928820335e-09
84	0.11338441	2.9360932823069563e-09
85	0.11382942	5.1369134692441415e-09
86	0.11256254	1.0242276528062116e-09
87	0.11117011	1.6215916304652552e-10
88	0.11325274	2.484585695334036e-09
89	0.11497894	2.102669382362451e-08
90	0.11253482	9.88038885425732e-10
91	0.11219948	6.379296110090099e-10
92	0.11225082	6.823111661999273e-10
93	0.11406182	6.858772352598355e-09
94	0.11401271	6.453460554903342e-09
95	0.11330488	2.654631557807434e-09
96	0.11162974	3.0039864326477037e-10
97	0.11185108	4.030884621718702e-10
98	0.11013117	3.908362426574437e-11
99	0.11392493	5.786388175054558e-09
100	0.11454702	1.2457078183340958e-08
101	0.1154543	3.7095638105694916e-08
102	0.11410623	7.246584769086771e-09
103	0.11325175	2.4814621149025873e-09
104	0.1145311	1.2217313307286173e-08
105	0.11202524	5.073578158915992e-10
106	0.11476939	1.6325379384246138e-08
107	0.11378244	4.8440967661820934e-09
108	0.11171626999999999	3.3706807682732615e-10
109	0.11197474	4.746729861596223e-10
110	0.10986052	2.6800378660711244e-11
111	0.11256719	1.030423838515715e-09
112	0.11171502	3.3650841091859044e-10
113	0.11160811	2.918604511474451e-10
114	0.11187588	4.1654167852859316e-10
115	0.11382491	5.1080709247305575e-09
116	0.11123209	1.7629902421200081e-10
117	0.11236835	7.955846262030149e-10
118	0.1124295	8.615914178026232e-10
119	0.11075441999999999	9.221547524590602e-11
120	0.11229901	7.267085963485313e-10
121	0.11338927	2.9542067544112943e-09
122	0.11380234	4.966086447743587e-09
123	0.11162772	2.9959103337011273e-10
124	0.11275073	1.306528890033316e-09
125	0.11183823	3.962858949897919e-10
126	0.11344403	3.165989102401403e-09
127	0.11349371	3.370893568767832e-09
128	0.11184356	3.9909376291071836e-10
129	0.11381669	5.055907702741652e-09
130	0.11479655999999999	1.6871584938994544e-08
131	0.11358752	3.793680511417748e-09
132	0.1116422	3.054275487512231e-10
133	0.1140224	6.531538973572158e-09
134	0.11499942	2.1551255617870206e-08
135	0.1153497	3.276433548708338e-08
136	0.1120716	5.39294815630831e-10
137	0.112512	9.591875742996677e-10
138	0.11341717999999999	3.0603595460824174e-09
139	0.11111554	1.506336041761656e-10
140	0.10969316999999999	2.1195055839980018e-11
141	0.11288675	1.5565609925811283e-09
142	0.11451735	1.2013851763002213e-08
143	0.11168238	3.222120683510451e-10
144	0.1146397	1.3946590713492908e-08
145	0.112761	1.3239500633511676e-09
146	0.11250794	9.54141521599471e-10
147	0.11400486	6.3908759465687375e-09
148	0.11473964	1.5747046658137222e-08
149	0.1128479	1.4807339357764258e-09
150	0.1101312	3.9085252878853626e-11
151	0.11409686	7.163021690405775e-09
152	0.11315619	2.197332122162732e-09
153	0.11223377	6.672472301509216e-10
154	0.1136189	3.946328120155457e-09
155	0.11471457	1.5275218319114044e-08
156	0.11236037	7.87344131749475e-10
157	0.11086622	1.0740166205317568e-10
158	0.11351763	3.474111283028657e-09
159	0.11083681	1.0318447405411542e-10
160	0.11222431	6.590299535394084e-10
161	0.11129084	1.908130496968533e-10
162	0.11218751	6.27995017625573e-10
163	0.11420845	8.222206589942727e-09
164	0.11138292	2.1594564507649203e-10
165	0.11390071	5.614490570587236e-09
166	0.11247055	9.088738364131728e-10
167	0.11369021	4.315832552698043e-09
168	0.11187714	4.1723678971063875e-10
169	0.11463514	1.386941151797309e-08
170	0.11459831	1.326111240945471e-08
171	0.11300989	1.8228301913447083e-09
172	0.11105978	1.3968625545168924e-10
173	0.10997083	3.126557276942314e-11
174	0.1138815	5.481700853526757e-09
175	0.11368407999999999	4.282786776768411e-09
176	0.11162008	2.9655568094877874e-10
177	0.11231054	7.377429107923076e-10
178	0.11054979	6.967805960658277e-11
179	0.11184797	4.014316775894557e-10
180	0.1120581	5.297972099156391e-10
181	0.11173424	3.4521521598851506e-10
182	0.11341103	3.0366535481832435e-09
183	0.11260701	1.0850063088956988e-09
184	0.11312301	2.1063125681105967e-09
185	0.11317833	2.260190954651057e-09
186	0.11167516	3.1913091974460817e-10
187	0.11413088	7.470980648479385e-09
188	0.1123565	7.833779044278032e-10
189	0.11161068	2.928623596532912e-10
190	0.11223846999999999	6.713669761404916e-10
191	0.11350286	3.4100186144851768e-09
192	0.11420701999999999	8.207713923403396e-09
193	0.11429947	9.197811927564036e-09
194	0.11501839999999999	2.2048750642225758e-08
195	0.11083843	1.0341248796624168e-10
196	0.11362788	3.9911029538314995e-09
197	0.11364184	4.061694055691735e-09
198	0.11527097	2.9832711011470484e-08
199	0.11116832	1.61767756489576e-10
200	0.11255137	1.0094918917572318e-09
201	0.11179417	3.738033161920846e-10
202	0.11201425	5.000625109130685e-10
203	0.11370786	4.412375731406557e-09
204	0.11432269	9.464222036636143e-09
205	0.11331665	2.694560860998271e-09
206	0.11211299	5.694635412038679e-10
207	0.11268772	1.2044436238257563e-09
208	0.11300531999999999	1.81219769772592e-09
209	0.11205116	5.249786014958417e-10
210	0.11295085	1.6900391728600823e-09
211	0.11273071999999999	1.2732265045990389e-09
212	0.11269892	1.2220012462070312e-09
213	0.11489778	1.9067406131597638e-08
214	0.11247915	9.19096137397205e-10
215	0.1130987	2.0419724285728785e-09
216	0.11307837999999999	1.9896682368354918e-09
217	0.11323580999999999	2.4316938924829076e-09
218	0.1129252	1.63533664812234e-09
219	0.11203673	5.150963246875649e-10
220	0.1111129	1.5009685034978633e-10
221	0.11504088999999999	2.265272168098744e-08
222	0.11295312	1.6949654823753868e-09
223	0.11346383	3.246154261315744e-09
224	0.11228059	7.094144410714038e-10
225	0.11332689	2.729776074927643e-09
226	0.11251174	9.588636479053478e-10
227	0.11211336	5.697405365598557e-10
228	0.11330487	2.6545978799583163e-09
229	0.11218434	6.253894910283461e-10
230	0.11315127	2.1835970384224138e-09
231	0.11258394	1.0530485478420067e-09
232	0.1128664	1.5163809379294277e-09
233	0.11358317	3.772979913036055e-09
234	0.11386006	5.3371112900971864e-09
235	0.11252733	9.784770106933168e-10
236	0.11366475	4.180190122390181e-09
237	0.11353117	3.533898142811268e-09
238	0.11400638	6.4029478692835945e-09
239	0.1120278	5.090720679475472e-10
240	0.11261743	1.0997494981255807e-09
241	0.11162173	2.9720866294501106e-10
242	0.11292695999999999	1.639034198357404e-09
243	0.11207398	5.40986387276127e-10
244	0.11434736	9.75550340247931e-09
245	0.11124155	1.7856080029750308e-10
246	0.11223029	6.642128019991505e-10
247	0.11247612	9.154818027144479e-10
248	0.11396939	6.115388271276158e-09
249	0.11187823	4.1783903143351367e-10
250	0.11290179	1.5869231414938715e-09
251	0.1134403	3.1511050423619275e-09
252	0.1151779	2.6695188157354567e-08
253	0.11223498	6.683054767889898e-10
254	0.11260639	1.0841351892662273e-09
255	0.11392091	5.7575059193437715e-09
256	0.11371569	4.455876299022251e-09
257	0.11335291	2.82129159883347e-09
258	0.11411145	7.2935488170796e-09
259	0.11280054	1.3931662626001285e-09
260	0.1142278	8.420782387820574e-09
261	0.11215668	6.030988502830601e-10
262	0.11420601	8.197492846847447e-09
263	0.11414741	7.625236096729741e-09
264	0.11263398	1.1235692592135294e-09
265	0.11379617	4.927946574842492e-09
266	0.11361997	3.951637381404513e-09
267	0.11174701	3.511216084367548e-10
268	0.11206260999999999	5.329517722452008e-10
269	0.11310884	2.068572779330787e-09
270	0.1114448	2.3462725355188837e-10
271	0.11235244999999999	7.792481179547635e-10
272	0.1125273	9.784388945711628e-10
