Dataset	Random-mean	P-value
249	0.10196892	1.860315246752663e-08
250	0.10227022	2.6067384702594726e-08
251	0.10368334	1.2169780487529678e-07
252	0.10328496	7.936647506708739e-08
253	0.10222917	2.4900913155214405e-08
254	0.10339161	8.903655097123831e-08
255	0.10382226	1.4107888806473558e-07
256	0.10534985	6.856026234035623e-07
257	0.10294309	5.475689899407733e-08
258	0.10453163	2.969424194571291e-07
259	0.10137074	9.435184410837432e-09
260	0.10373767	1.2894867732361184e-07
261	0.10437439	2.521626400998442e-07
262	0.10378242	1.3523402659230115e-07
263	0.10254645	3.541919291121724e-08
264	0.10266844	4.0520739067894464e-08
265	0.10294674	5.497548556369025e-08
266	0.10195967	1.841057785025737e-08
267	0.10386684	1.4790955104213737e-07
268	0.10158062	1.1989388524217809e-08
269	0.10209975	2.1546112055544446e-08
270	0.10257568	3.65814774258443e-08
271	0.1035405	1.0447000076080918e-07
272	0.10388942	1.5149054930151032e-07
273	0.10081339	4.958091453877358e-09
274	0.1027892	4.6271058353507404e-08
275	0.10100628	6.2020760356307024e-09
276	0.10393076	1.582656881342264e-07
277	0.10258639	3.701655573990576e-08
278	0.10270712	4.228250799900304e-08
279	0.1030978	6.480418733968683e-08
280	0.10341941	9.173938333340256e-08
281	0.10099841	6.145836479725522e-09
282	0.10420794	2.118976834057302e-07
283	0.10415016	1.9943510327193915e-07
284	0.10171399	1.395012242997218e-08
285	0.10287884	5.104458271583685e-08
286	0.10150078	1.0946949204589708e-08
287	0.10280048	4.6846990952153746e-08
288	0.10475079	3.7239085999355033e-07
289	0.10195656	1.8346267992195505e-08
290	0.10344323	9.411845112147678e-08
291	0.10182527	1.582207588761148e-08
292	0.10405864	1.8113506431469294e-07
293	0.10054596	3.627632339125112e-09
294	0.10423233	2.173818440599968e-07
295	0.10055226	3.6545323294021685e-09
296	0.1016116	1.2419392824169724e-08
297	0.10408017	1.8528788554213152e-07
298	0.10179033999999999	1.5209597522964272e-08
299	0.10251764	3.430877245517616e-08
300	0.10333452	8.372614849297556e-08
301	0.10287701	5.0942511409862774e-08
302	0.10313088	6.71739343696436e-08
303	0.10421282	2.1298413053145911e-07
304	0.10238682	2.967807243329475e-08
305	0.10385718	1.4640274124163706e-07
306	0.10081936	4.992657197683858e-09
307	0.10347925	9.783009808942759e-08
308	0.10324789	7.625037822506509e-08
309	0.10249672	3.3523740826107454e-08
310	0.10478064	3.840036226400737e-07
311	0.103611	1.1265443935222597e-07
312	0.10249622	3.350519344425654e-08
313	0.10498253	4.7226144431181635e-07
314	0.10518188	5.7848968534773e-07
315	0.10137025	9.429892069823347e-09
316	0.10267893	4.099135143947333e-08
317	0.1028998	5.222792307377532e-08
318	0.10233498	2.801642489177731e-08
319	0.10337161	8.714002509041417e-08
320	0.10230412	2.7070596917936274e-08
321	0.10210198	2.160000723343425e-08
322	0.10315898	6.925283565205154e-08
323	0.10368536	1.2196017174179524e-07
324	0.10109904	6.903945389823389e-09
325	0.10262219	3.850769239080185e-08
326	0.10282646	4.82000928590524e-08
327	0.10326762	7.789379264405101e-08
328	0.10306575	6.258575251244574e-08
329	0.1039147	1.5559946668611073e-07
330	0.10418880999999999	2.0769025342509295e-07
331	0.10353089	1.0340004150652135e-07
332	0.10182378	1.579546620195292e-08
333	0.10330065	8.072228602944075e-08
334	0.10372335	1.2699787582311992e-07
